adj,noun,adj_article,article,mass
square,pan,a,a,FALSE
airplane,ride,an,a,FALSE
yellow,room,a,a,FALSE
ogre,lady,an,a,FALSE
wet,floor,a,a,FALSE
standing,penguin,a,a,FALSE
cellar,door,a,a,FALSE
toboggan,stomach,a,a,FALSE
freezing,plant,a,a,FALSE
frozen,room,a,a,FALSE
fuzzy,creature,a,a,FALSE
flat,ball,a,a,FALSE
dead,battery,a,a,FALSE
giant,boy,a,a,FALSE
lollipop,stick,a,a,FALSE
fuzzy,pants,,,TRUE
swim,shoe,a,a,FALSE
mutant,toy,a,a,FALSE
yellow,cap,a,a,FALSE
frog,eat,a,an,FALSE
green,fire,,,TRUE
yellow,square,a,a,FALSE
purple,lipstick,,,TRUE
green,tail,a,a,FALSE
orange,baby,an,a,FALSE
curly,man,a,a,FALSE
dirty,room,a,a,FALSE
hot,honey,,,TRUE
woof,doggy,a,a,FALSE
hot,coffee,,,TRUE
fridge,guy,a,a,FALSE
pink,bottle,a,a,FALSE
curly,boy,a,a,FALSE
hot,table,a,a,FALSE
purple,chalk,,,TRUE
dot,dot,a,a,FALSE
yellow,leg,a,a,FALSE
yellow,chalk,,,TRUE
purple,plant,a,a,FALSE
squirt,gun,a,a,FALSE
red,cone,a,a,FALSE
green,airship,a,an,FALSE
yellow,submarine,a,a,FALSE
red,on,a,an,FALSE
pink,limousine,a,a,FALSE
pink,car,a,a,FALSE
green,helmet,a,a,FALSE
green,uniform,a,a,FALSE
fish,dinner,a,a,FALSE
flying,dragon,a,a,FALSE
kettle,boiling,,,TRUE
baby,one,a,a,FALSE
rock,man,a,a,FALSE
brush,handle,a,a,FALSE
purple,cartridge,a,a,FALSE
baby,penguin,a,a,FALSE
mud,card,a,a,FALSE
shortbread,cookie,a,a,FALSE
outside,honey,,,TRUE
scarf,dragon,a,a,FALSE
red,railing,a,a,FALSE
hot,boil,a,a,FALSE
mud,pot,a,a,FALSE
thick,soup,,,TRUE
picnic,patch,a,a,FALSE
giant,shoe,a,a,FALSE
fat,bird,a,a,FALSE
paddle,wheel,a,a,FALSE
red,caboose,a,a,FALSE
bath,drain,a,a,FALSE
green,key,a,a,FALSE
chop,chop,a,a,FALSE
plastic,cup,a,a,FALSE
cinnamon,roll,a,a,FALSE
sweet,pants,,,TRUE
yellow,game,a,a,FALSE
cry,baby,a,a,FALSE
broken,cracker,a,a,FALSE
fish,food,,,TRUE
purple,sock,a,a,FALSE
lily,pop,a,a,FALSE
dirty,bubble,a,a,FALSE
yellow,tongue,a,a,FALSE
yellow,tooth,a,a,FALSE
yellow,eye,a,an,FALSE
princess,snack,a,a,FALSE
dirty,plate,a,a,FALSE
dirty,shirt,a,a,FALSE
dirty,foot,a,a,FALSE
karate,girl,a,a,FALSE
military,person,a,a,FALSE
broken,toe,a,a,FALSE
broken,toenail,a,a,FALSE
orange,dot,an,a,FALSE
red,candy,,,TRUE
red,picture,a,a,FALSE
green,picture,a,a,FALSE
giant,present,a,a,FALSE
beetle,game,a,a,FALSE
female,crab,a,a,FALSE
bud,room,a,a,FALSE
strawberry,ice,,,TRUE
purple,jacket,a,a,FALSE
red,jacket,a,a,FALSE
orange,day,an,a,FALSE
green,orange,a,an,FALSE
frog,umbrella,a,an,FALSE
orange,pop,an,a,FALSE
yellow,marker,a,a,FALSE
ink,pad,an,a,FALSE
green,pig,a,a,FALSE
yellow,pig,a,a,FALSE
mommy,bird,a,a,FALSE
bear,home,a,a,FALSE
bunny,sleep,,,TRUE
hot,pink,,,TRUE
red,scissors,,,TRUE
bright,color,a,a,FALSE
orange,bird,an,a,FALSE
oak,tree,an,a,FALSE
cookie,day,a,a,FALSE
gingerbread,recipe,a,a,FALSE
gingerbread,man,a,a,FALSE
fat,bunny,a,a,FALSE
sweat,pants,,,TRUE
green,hair,,,TRUE
giant,worm,a,a,FALSE
green,frosting,,,TRUE
green,sugar,,,TRUE
sugar,man,a,a,FALSE
green,mouth,a,a,FALSE
icy,ring,an,a,FALSE
pink,hair,,,TRUE
gold,cap,a,a,FALSE
sticker,eye,a,an,FALSE
jean,jacket,a,a,FALSE
lawn,mower,a,a,FALSE
bubble,world,a,a,FALSE
bubble,lawn,a,a,FALSE
yellow,colors,a,a,FALSE
mashed,skin,,,TRUE
fish,hook,a,a,FALSE
green,candy,,,TRUE
green,snake,a,a,FALSE
vanilla,pudding,,,TRUE
sugar,fat,,,TRUE
bunny,blanket,a,a,FALSE
female,alligator,a,an,FALSE
forty,egg,a,an,FALSE
nest,day,a,a,FALSE
pool,man,a,a,FALSE
adult,alligator,an,an,FALSE
whale,shark,a,a,FALSE
thick,mustache,a,a,FALSE
whale,coloring,,,TRUE
square,lemon,a,a,FALSE
hot,blanket,a,a,FALSE
smoky,circle,a,a,FALSE
fat,page,a,a,FALSE
hail,king,a,a,FALSE
bubble,wrap,a,a,FALSE
lizard,lizard,a,a,FALSE
click,click,a,a,FALSE
sky,diving,,,TRUE
bunny,jumping,,,TRUE
hairy,spider,a,a,FALSE
red,ribbon,a,a,FALSE
dig,hole,a,a,FALSE
yellow,pail,a,a,FALSE
putt,putt,a,a,FALSE
red,dump,a,a,FALSE
red,bone,a,a,FALSE
dead,fly,a,a,FALSE
pink,tulip,a,a,FALSE
yellow,cake,a,a,FALSE
smiley,cake,a,a,FALSE
pink,bear,a,a,FALSE
bridge,piece,a,a,FALSE
red,wagon,a,a,FALSE
slipper,sock,a,a,FALSE
worm,food,,,TRUE
colored,worm,a,a,FALSE
back,step,a,a,FALSE
puddle,boot,a,a,FALSE
broken,balloon,a,a,FALSE
yellow,handle,a,a,FALSE
giant,baby,a,a,FALSE
daddy,sit,a,a,FALSE
tartar,taste,a,a,FALSE
red,face,a,a,FALSE
rolling,pin,a,a,FALSE
tile,pattern,a,a,FALSE
goldfish,day,a,a,FALSE
bake,cookie,a,a,FALSE
tan,wig,a,a,FALSE
pregnant,blond,a,a,FALSE
orange,frosting,,,TRUE
green,stem,a,a,FALSE
orange,sugar,,,TRUE
apple,snack,an,a,FALSE
snow,melt,a,a,FALSE
purple,block,a,a,FALSE
sweat,gland,a,a,FALSE
farm,tractor,a,a,FALSE
farm,vehicle,a,a,FALSE
farm,truck,a,a,FALSE
wooden,animal,a,an,FALSE
red,stripe,a,a,FALSE
red,planet,a,a,FALSE
baby,basket,a,a,FALSE
grassy,field,a,a,FALSE
flat,bed,a,a,FALSE
dolly,honey,,,TRUE
stairs,girl,a,a,FALSE
cough,syrup,,,TRUE
baby,goat,a,a,FALSE
baby,seat,a,a,FALSE
red,tree,a,a,FALSE
red,leaf,a,a,FALSE
mommy,talk,a,a,FALSE
dead,man,a,a,FALSE
furry,puppy,a,a,FALSE
square,bouncer,a,a,FALSE
outside,theater,an,a,FALSE
wooden,horse,a,a,FALSE
sandy,person,a,a,FALSE
thick,eyelash,a,an,FALSE
pole,light,a,a,FALSE
icy,coast,an,a,FALSE
giant,skyscraper,a,a,FALSE
plastic,piece,a,a,FALSE
turtle,magazine,a,a,FALSE
dirty,baby,a,a,FALSE
hot,pants,,,TRUE
fish,lip,a,a,FALSE
yellow,chair,a,a,FALSE
dirty,penny,a,a,FALSE
yellow,cartridge,a,a,FALSE
skittle,gum,a,a,FALSE
orange,skittle,an,a,FALSE
picnic,basket,a,a,FALSE
brown,cap,a,a,FALSE
grey,cap,a,a,FALSE
top,cap,a,a,FALSE
top,sleep,,,TRUE
bear,costume,a,a,FALSE
freeze,popsicle,a,a,FALSE
freeze,pop,a,a,FALSE
top,step,a,a,FALSE
baby,game,a,a,FALSE
pink,pig,a,a,FALSE
yellow,cow,a,a,FALSE
cough,cough,a,a,FALSE
dirty,banana,a,a,FALSE
wooden,shoe,a,a,FALSE
blink,blink,a,a,FALSE
giant,dog,a,a,FALSE
green,lego,a,a,FALSE
red,top,a,a,FALSE
pink,paper,a,a,FALSE
blowing,nose,a,a,FALSE
taller,door,a,a,FALSE
pear,yogurt,,,TRUE
flat,piece,a,a,FALSE
alphabet,block,an,a,FALSE
table,leg,a,a,FALSE
wet,face,a,a,FALSE
round,table,a,a,FALSE
brown,blanket,a,a,FALSE
taller,bed,a,a,FALSE
popsicle,stick,a,a,FALSE
yellow,squash,a,a,FALSE
hippopotamus,face,a,a,FALSE
closet,door,a,a,FALSE
write,mommy,a,a,FALSE
snowy,day,a,a,FALSE
candy,bar,a,a,FALSE
pink,rattle,a,a,FALSE
green,chair,a,a,FALSE
brown,marker,a,a,FALSE
vacuum,mommy,a,a,FALSE
hummus,bread,,,TRUE
dirty,blanket,a,a,FALSE
wooden,dowel,a,a,FALSE
orange,crayon,an,a,FALSE
veggie,cheese,,,TRUE
daddy,mop,a,a,FALSE
comforter,cover,a,a,FALSE
juicy,onion,a,an,FALSE
garlic,powder,,,TRUE
green,tomato,a,a,FALSE
wet,spot,a,a,FALSE
purple,pepper,a,a,FALSE
red,bowl,a,a,FALSE
dough,rise,a,a,FALSE
pine,needle,a,a,FALSE
fat,elephant,a,an,FALSE
dirty,suit,a,a,FALSE
octopus,video,an,a,FALSE
green,light,a,a,FALSE
fat,milk,,,TRUE
upstairs,bed,an,a,FALSE
picnic,bench,a,a,FALSE
apple,sauce,,,TRUE
plastic,bottle,a,a,FALSE
green,lawn,a,a,FALSE
hot,lunch,a,a,FALSE
square,knot,a,a,FALSE
thick,rope,a,a,FALSE
octopus,spying,,,TRUE
coral,bed,a,a,FALSE
treasure,chest,a,a,FALSE
meow,meow,a,a,FALSE
bear,bear,a,a,FALSE
bear,teddy,a,a,FALSE
green,overalls,,,TRUE
dancing,honey,,,TRUE
slide,honey,,,TRUE
bear,block,a,a,FALSE
dirty,mitt,a,a,FALSE
puppy,bark,a,a,FALSE
red,petal,a,a,FALSE
red,wing,a,a,FALSE
orange,tail,an,a,FALSE
yellow,fuzz,,,TRUE
yellow,chick,a,a,FALSE
purple,wing,a,a,FALSE
red,colors,a,a,FALSE
orange,rain,,,TRUE
yellow,rain,,,TRUE
green,rain,,,TRUE
purple,rain,,,TRUE
mama,rabbit,a,a,FALSE
silky,thread,a,a,FALSE
bear,book,a,a,FALSE
battery,honey,,,TRUE
giant,tower,a,a,FALSE
juicy,pineapple,a,a,FALSE
flower,pot,a,a,FALSE
farmer,guy,a,a,FALSE
farmer,overalls,,,TRUE
bear,growl,a,a,FALSE
yellow,row,a,a,FALSE
orange,tower,an,a,FALSE
purple,tower,a,a,FALSE
red,tower,a,a,FALSE
green,tower,a,a,FALSE
round,globe,a,a,FALSE
round,hoop,a,a,FALSE
broken,purple,,,TRUE
mommy,honey,,,TRUE
cinnamon,stick,a,a,FALSE
giant,fish,a,a,FALSE
snack,honey,,,TRUE
purple,octagon,a,an,FALSE
pink,piggy,a,a,FALSE
red,hexagon,a,a,FALSE
purple,room,a,a,FALSE
purple,bed,a,a,FALSE
green,wall,a,a,FALSE
ocean,honey,,,TRUE
orange,egg,an,an,FALSE
bottom,edge,a,an,FALSE
peacock,feather,a,a,FALSE
top,tree,a,a,FALSE
peacock,body,a,a,FALSE
purple,lollipop,a,a,FALSE
purple,present,a,a,FALSE
pink,bank,a,a,FALSE
giant,truck,a,a,FALSE
oval,piece,an,a,FALSE
orange,screw,an,a,FALSE
purple,screw,a,a,FALSE
red,seat,a,a,FALSE
brown,shorts,,,TRUE
stairs,honey,,,TRUE
dead,bug,a,a,FALSE
squirt,guns,a,a,FALSE
pirate,ladder,a,a,FALSE
cherry,pie,a,a,FALSE
orange,rock,an,a,FALSE
hot,tub,a,a,FALSE
pterodactyl,guy,a,a,FALSE
pterodactyl,leg,a,a,FALSE
top,honey,,,TRUE
edge,honey,,,TRUE
bright,tail,a,a,FALSE
raptor,guy,a,a,FALSE
bright,feather,a,a,FALSE
wet,pile,a,a,FALSE
bear,track,a,a,FALSE
strawberry,juice,,,TRUE
straw,honey,,,TRUE
straw,cup,a,a,FALSE
broken,piece,a,a,FALSE
crystal,piece,a,a,FALSE
thick,branch,a,a,FALSE
pink,bottom,a,a,FALSE
bright,orange,a,an,FALSE
round,puzzle,a,a,FALSE
back,line,a,a,FALSE
green,pop,a,a,FALSE
red,roof,a,a,FALSE
purple,horn,a,a,FALSE
purple,corner,a,a,FALSE
bunny,show,a,a,FALSE
eleven,tile,an,a,FALSE
purple,edge,a,an,FALSE
red,edge,a,an,FALSE
apple,school,an,a,FALSE
pink,edge,a,an,FALSE
red,corner,a,a,FALSE
silver,line,a,a,FALSE
yellow,triangle,a,a,FALSE
purple,snail,a,a,FALSE
orange,flower,an,a,FALSE
red,dragon,a,a,FALSE
bear,crying,,,TRUE
bear,cry,a,a,FALSE
orange,heart,an,a,FALSE
pink,diamond,a,a,FALSE
pink,rectangle,a,a,FALSE
red,oval,a,an,FALSE
yellow,light,a,a,FALSE
pink,yogurt,,,TRUE
yellow,driver,a,a,FALSE
yellow,screw,a,a,FALSE
baby,duck,a,a,FALSE
green,boat,a,a,FALSE
purple,shovel,a,a,FALSE
key,chain,a,a,FALSE
baby,hair,,,TRUE
wet,soaking,a,a,FALSE
green,paper,a,a,FALSE
yellow,paper,a,a,FALSE
burnt,piece,a,a,FALSE
sweet,sauce,,,TRUE
closet,girl,a,a,FALSE
soapy,water,,,TRUE
square,block,a,a,FALSE
purple,captain,a,a,FALSE
yellow,bus,a,a,FALSE
tan,car,a,a,FALSE
stuffed,puppy,a,a,FALSE
yellow,puppy,a,a,FALSE
yellow,collar,a,a,FALSE
round,tree,a,a,FALSE
red,rectangle,a,a,FALSE
square,tree,a,a,FALSE
arrow,sign,an,a,FALSE
sweet,home,a,a,FALSE
purple,triangle,a,a,FALSE
red,sweet,a,a,FALSE
hot,rod,a,a,FALSE
red,rod,a,a,FALSE
hot,car,a,a,FALSE
mommy,fish,a,a,FALSE
wet,rag,a,a,FALSE
snow,leopard,a,a,FALSE
cathedral,window,a,a,FALSE
yellow,stripe,a,a,FALSE
red,border,a,a,FALSE
farm,book,a,a,FALSE
baby,sheep,a,a,FALSE
baby,pig,a,a,FALSE
daddy,rooster,a,a,FALSE
baby,chick,a,a,FALSE
farm,machine,a,a,FALSE
sweet,pepper,a,a,FALSE
farm,shop,a,a,FALSE
green,moose,a,a,FALSE
ostrich,leg,an,a,FALSE
ostrich,egg,an,an,FALSE
giant,circle,a,a,FALSE
dune,buggy,a,a,FALSE
red,violet,a,a,FALSE
sketchbook,pad,a,a,FALSE
purple,dot,a,a,FALSE
purple,square,a,a,FALSE
fly,swatter,a,a,FALSE
microwave,lid,a,a,FALSE
dark,orange,a,an,FALSE
matchbox,car,a,a,FALSE
silver,race,a,a,FALSE
purple,car,a,a,FALSE
purple,handle,a,a,FALSE
red,cab,a,a,FALSE
juicy,fruit,a,a,FALSE
purple,tail,a,a,FALSE
pink,tail,a,a,FALSE
dirty,pants,,,TRUE
red,gym,a,a,FALSE
green,racing,,,TRUE
garden,toolbox,a,a,FALSE
red,ladybug,a,a,FALSE
square,box,a,a,FALSE
popcorn,juice,,,TRUE
purple,sandbox,a,a,FALSE
green,dish,a,a,FALSE
wet,sand,,,TRUE
top,tooth,a,a,FALSE
dirty,hand,a,a,FALSE
red,paper,a,a,FALSE
fork,baby,a,a,FALSE
dirty,honey,,,TRUE
taller,tower,a,a,FALSE
puffy,branch,a,a,FALSE
green,turtle,a,a,FALSE
red,sand,,,TRUE
pink,sand,,,TRUE
purple,sand,,,TRUE
green,honey,,,TRUE
furry,cat,a,a,FALSE
furry,bear,a,a,FALSE
purple,fish,a,a,FALSE
yellow,key,a,a,FALSE
orange,boat,an,a,FALSE
blowing,raspberry,a,a,FALSE
purple,duck,a,a,FALSE
dirty,spoon,a,a,FALSE
dark,rock,a,a,FALSE
green,plate,a,a,FALSE
pink,window,a,a,FALSE
herb,garden,an,a,FALSE
lacrosse,stick,a,a,FALSE
ferry,boat,a,a,FALSE
yellow,piggie,a,a,FALSE
baby,clothes,,,TRUE
quarter,teaspoon,a,a,FALSE
quarter,cup,a,a,FALSE
chocolate,chip,a,a,FALSE
red,cow,a,a,FALSE
apple,feast,an,a,FALSE
wet,diaper,a,a,FALSE
bubble,boy,a,a,FALSE
smile,dude,a,a,FALSE
yellow,neon,,,TRUE
fruit,punch,a,a,FALSE
bear,sit,a,a,FALSE
toast,muffin,a,a,FALSE
bald,eagle,a,an,FALSE
top,hat,a,a,FALSE
purple,camera,a,a,FALSE
yellow,egg,a,an,FALSE
wet,wipe,a,a,FALSE
purple,stick,a,a,FALSE
glitter,glue,,,TRUE
mommy,movie,a,a,FALSE
purple,light,a,a,FALSE
broken,bag,a,a,FALSE
plastic,ball,a,a,FALSE
green,cooker,a,a,FALSE
red,pea,a,a,FALSE
shoe,bleeding,,,TRUE
mommy,mouth,a,a,FALSE
ear,infection,an,an,FALSE
fat,man,a,a,FALSE
fat,boy,a,a,FALSE
fat,baby,a,a,FALSE
eat,belly,an,a,FALSE
karate,ballerina,a,a,FALSE
eat,eat,an,an,FALSE
orange,pumpkin,an,a,FALSE
juicy,meat,a,a,FALSE
green,cactus,a,a,FALSE
red,boot,a,a,FALSE
green,eye,a,an,FALSE
yellow,chicken,a,a,FALSE
bear,workshop,a,a,FALSE
yellow,octagon,a,an,FALSE
back,baby,a,a,FALSE
mommy,picture,a,a,FALSE
spank,spank,a,a,FALSE
ant,food,,,TRUE
daddy,house,a,a,FALSE
scribble,scrabble,a,a,FALSE
pink,marker,a,a,FALSE
sugar,plum,a,a,FALSE
purple,shoe,a,a,FALSE
wiggle,worm,a,a,FALSE
dirty,tissue,a,a,FALSE
hot,plastic,,,TRUE
hot,mark,a,a,FALSE
forty,baby,a,a,FALSE
baby,bottle,a,a,FALSE
hot,coal,a,a,FALSE
hot,corn,a,a,FALSE
eat,food,,,TRUE
braid,hair,,,TRUE
fat,cat,a,a,FALSE
silver,green,,,TRUE
solid,color,a,a,FALSE
bright,lad,a,a,FALSE
attic,room,an,a,FALSE
ogre,wife,an,a,FALSE
ogre,climb,an,a,FALSE
ogre,saw,an,a,FALSE
red,bat,a,a,FALSE
fuzzy,blanket,a,a,FALSE
yellow,blanket,a,a,FALSE
dark,bath,a,a,FALSE
owl,sing,an,a,FALSE
bear,phone,a,a,FALSE
frog,hat,a,a,FALSE
red,belly,a,a,FALSE
pumpkin,witch,a,a,FALSE
fish,fish,a,a,FALSE
marine,tank,a,a,FALSE
orange,lip,an,a,FALSE
trigger,fish,a,a,FALSE
goldfish,jumping,,,TRUE
tiger,picture,a,a,FALSE
mud,pit,a,a,FALSE
flat,pumpkin,a,a,FALSE
farm,game,a,a,FALSE
brown,wing,a,a,FALSE
juicy,worm,a,a,FALSE
copy,cat,a,a,FALSE
hummingbird,hum,a,a,FALSE
pirate,hat,a,a,FALSE
swimming,suit,a,a,FALSE
bathing,suit,a,a,FALSE
puppy,doggy,a,a,FALSE
daddy,movie,a,a,FALSE
piggy,toe,a,a,FALSE
yellow,press,a,a,FALSE
red,luggage,,,TRUE
yellow,baby,a,a,FALSE
wash,washing,,,TRUE
yoyo,ball,a,a,FALSE
hamburger,chicken,a,a,FALSE
orange,kitten,an,a,FALSE
baby,car,a,a,FALSE
poke,hole,a,a,FALSE
colored,paper,a,a,FALSE
olive,green,,,TRUE
pinky,toe,a,a,FALSE
sky,day,a,a,FALSE
sing,song,a,a,FALSE
daddy,mustard,,,TRUE
swimming,guy,a,a,FALSE
yellow,sheep,a,a,FALSE
ear,plug,an,a,FALSE
bald,baby,a,a,FALSE
slap,hand,a,a,FALSE
red,controller,a,a,FALSE
circus,truck,a,a,FALSE
circus,animal,a,an,FALSE
library,tray,a,a,FALSE
sweet,guy,a,a,FALSE
puzzle,food,,,TRUE
yellow,tape,a,a,FALSE
astronaut,hat,an,a,FALSE
daddy,face,a,a,FALSE
pink,tutu,a,a,FALSE
pink,honey,,,TRUE
bubble,bath,a,a,FALSE
dirty,milk,,,TRUE
scribble,scribble,a,a,FALSE
purple,scribble,a,a,FALSE
worm,stew,a,a,FALSE
brown,ant,a,an,FALSE
solid,smack,a,a,FALSE
slippery,leg,a,a,FALSE
pond,bank,a,a,FALSE
frog,jump,a,a,FALSE
orange,dump,an,a,FALSE
trash,book,a,a,FALSE
trash,truck,a,a,FALSE
dirty,town,a,a,FALSE
beast,machine,a,a,FALSE
trash,call,a,a,FALSE
trash,shout,a,a,FALSE
fat,belly,a,a,FALSE
yellow,overalls,,,TRUE
baby,nose,a,a,FALSE
back,ride,a,a,FALSE
pink,nose,a,a,FALSE
bright,paper,a,a,FALSE
gold,bag,a,a,FALSE
green,jelly,,,TRUE
orange,collection,an,a,FALSE
red,airplane,a,an,FALSE
orange,macaroni,,,TRUE
orange,mango,an,a,FALSE
sweet,mama,a,a,FALSE
red,house,a,a,FALSE
frozen,water,,,TRUE
curly,head,a,a,FALSE
bubble,man,a,a,FALSE
bubble,wand,a,a,FALSE
bubble,hand,a,a,FALSE
pumpkin,face,a,a,FALSE
brown,table,a,a,FALSE
chopper,honey,,,TRUE
brown,pumpkin,a,a,FALSE
orange,eye,an,an,FALSE
tee,tee,a,a,FALSE
apple,cookie,an,a,FALSE
plastic,truck,a,a,FALSE
octopus,car,an,a,FALSE
octopus,tentacle,an,a,FALSE
green,spoon,a,a,FALSE
red,plate,a,a,FALSE
green,bowl,a,a,FALSE
pineapple,juice,,,TRUE
green,shirt,a,a,FALSE
ant,block,an,a,FALSE
ant,box,an,a,FALSE
ant,path,an,a,FALSE
ant,trail,an,a,FALSE
dead,turtle,a,a,FALSE
turtle,tank,a,a,FALSE
insect,block,an,a,FALSE
red,letter,a,a,FALSE
hill,piece,a,a,FALSE
smiley,one,a,a,FALSE
orange,sticker,an,a,FALSE
saucer,guy,a,a,FALSE
purple,heart,a,a,FALSE
ladybug,toy,a,a,FALSE
bright,marker,a,a,FALSE
sweet,violet,a,a,FALSE
raspberry,squirt,a,a,FALSE
quintet,marker,a,a,FALSE
red,berry,a,a,FALSE
red,bridge,a,a,FALSE
candy,corn,a,a,FALSE
apple,head,an,a,FALSE
red,train,a,a,FALSE
dust,ball,a,a,FALSE
stroller,toy,a,a,FALSE
green,scooter,a,a,FALSE
purple,bag,a,a,FALSE
hot,pickle,a,a,FALSE
hot,shake,a,a,FALSE
flaming,shake,a,a,FALSE
spider,web,a,a,FALSE
furry,gorilla,a,a,FALSE
strawberry,flower,a,a,FALSE
dirty,guy,a,a,FALSE
apple,mountain,an,a,FALSE
mud,mud,,,TRUE
orange,animal,an,an,FALSE
airplane,person,an,a,FALSE
bear,cave,a,a,FALSE
dirty,cup,a,a,FALSE
scoopful,pile,a,a,FALSE
toy,block,a,a,FALSE
stegosaurus,strike,a,a,FALSE
hug,day,a,a,FALSE
fish,cracker,a,a,FALSE
unbuttoned,pants,,,TRUE
icy,drink,an,a,FALSE
thick,sandwich,a,a,FALSE
sliced,cheese,,,TRUE
thick,cheese,,,TRUE
gold,helmet,a,a,FALSE
green,knight,a,a,FALSE
gold,guy,a,a,FALSE
brush,back,a,a,FALSE
oatmeal,mommy,an,a,FALSE
hot,cereal,,,TRUE
mitten,back,a,a,FALSE
baby,monkey,a,a,FALSE
capital,letter,a,a,FALSE
brown,egg,a,an,FALSE
yellow,bag,a,a,FALSE
holly,wreath,a,a,FALSE
green,wreath,a,a,FALSE
hot,cup,a,a,FALSE
purple,pentagon,a,a,FALSE
green,hoop,a,a,FALSE
pink,slipper,a,a,FALSE
purple,pot,a,a,FALSE
pink,pillow,a,a,FALSE
rocky,rocky,a,a,FALSE
rocky,rocking,,,TRUE
yellow,pot,a,a,FALSE
green,pot,a,a,FALSE
dead,head,a,a,FALSE
round,spot,a,a,FALSE
brown,dot,a,a,FALSE
colored,one,a,a,FALSE
wet,shoe,a,a,FALSE
orange,lady,an,a,FALSE
red,bug,a,a,FALSE
glass,dancing,,,TRUE
pink,whale,a,a,FALSE
apple,barrel,an,a,FALSE
baby,piglet,a,a,FALSE
red,cape,a,a,FALSE
red,pillow,a,a,FALSE
purple,boot,a,a,FALSE
puppy,sleeping,,,TRUE
wet,bucket,a,a,FALSE
sugar,snack,a,a,FALSE
solid,tape,a,a,FALSE
brown,penny,a,a,FALSE
silver,penny,a,a,FALSE
silver,one,a,a,FALSE
peppermint,candy,,,TRUE
bunny,hole,a,a,FALSE
daddy,wheel,a,a,FALSE
mommy,elephant,a,an,FALSE
daddy,elephant,a,an,FALSE
orange,daddy,an,a,FALSE
green,bubble,a,a,FALSE
rocky,truck,a,a,FALSE
green,shovel,a,a,FALSE
yellow,tree,a,a,FALSE
baby,cat,a,a,FALSE
baby,owl,a,an,FALSE
plastic,table,a,a,FALSE
pink,bird,a,a,FALSE
pink,flamingo,a,a,FALSE
squirt,toy,a,a,FALSE
fuzzy,hair,,,TRUE
purple,spaghetti,,,TRUE
purple,worm,a,a,FALSE
ocean,world,an,a,FALSE
ocean,animal,an,an,FALSE
fish,animal,a,an,FALSE
ocean,floor,an,a,FALSE
yellow,coral,,,TRUE
coral,piece,a,a,FALSE
red,coral,,,TRUE
spiky,fish,a,a,FALSE
ocean,book,an,a,FALSE
red,ant,a,an,FALSE
pink,worm,a,a,FALSE
pedal,pedal,a,a,FALSE
grilled,cheese,,,TRUE
red,dandelion,a,a,FALSE
red,string,a,a,FALSE
giant,caterpillar,a,a,FALSE
strawberry,cream,,,TRUE
green,popsicle,a,a,FALSE
red,popsicle,a,a,FALSE
red,tongue,a,a,FALSE
kissing,hand,a,a,FALSE
silky,mask,a,a,FALSE
giant,cloud,a,a,FALSE
red,doggie,a,a,FALSE
diamond,piece,a,a,FALSE
red,sky,a,a,FALSE
orange,sunset,an,a,FALSE
diamond,one,a,a,FALSE
ocean,ship,an,a,FALSE
triangle,piece,a,a,FALSE
pumpkin,muffin,a,a,FALSE
red,handle,a,a,FALSE
tiger,piece,a,a,FALSE
green,cookie,a,a,FALSE
strawberry,cookie,a,a,FALSE
wrap,present,a,a,FALSE
elephant,leg,an,a,FALSE
red,lobster,a,a,FALSE
purple,dolphin,a,a,FALSE
broken,crayon,a,a,FALSE
frozen,bean,a,a,FALSE
yellow,horse,a,a,FALSE
colored,ear,a,an,FALSE
yellow,tap,a,a,FALSE
brown,tail,a,a,FALSE
diving,board,a,a,FALSE
wooden,leg,a,a,FALSE
pirate,guy,a,a,FALSE
pink,clothes,,,TRUE
mommy,lion,a,a,FALSE
karate,chop,a,a,FALSE
baby,panda,a,a,FALSE
giant,cat,a,a,FALSE
orange,cracker,an,a,FALSE
oyster,cracker,an,a,FALSE
purple,sweater,a,a,FALSE
hurricane,crab,a,a,FALSE
frown,face,a,a,FALSE
red,gecko,a,a,FALSE
purple,cabbage,a,a,FALSE
purple,food,,,TRUE
fuzzy,flower,a,a,FALSE
whale,song,a,a,FALSE
stuffed,crocodile,a,a,FALSE
scaly,skin,,,TRUE
skunk,salad,a,a,FALSE
skunk,stew,a,a,FALSE
skunk,burger,a,a,FALSE
fat,squirrel,a,a,FALSE
top,buckle,a,a,FALSE
purple,spoon,a,a,FALSE
hot,cream,,,TRUE
green,shoe,a,a,FALSE
pink,lollypop,a,a,FALSE
dark,pink,,,TRUE
green,airplane,a,an,FALSE
baby,toy,a,a,FALSE
taller,one,a,a,FALSE
green,nose,a,a,FALSE
organ,game,an,a,FALSE
pink,makeup,,,TRUE
tightrope,walker,a,a,FALSE
yellow,apple,a,an,FALSE
table,girl,a,a,FALSE
dirty,ground,,,TRUE
orange,bud,an,a,FALSE
baby,powder,,,TRUE
yellow,lemonade,,,TRUE
owl,book,an,a,FALSE
apple,book,an,a,FALSE
orange,leaf,an,a,FALSE
purple,cow,a,a,FALSE
bunny,bubble,a,a,FALSE
bubble,clown,a,a,FALSE
bunny,mask,a,a,FALSE
yellow,school,a,a,FALSE
bright,hair,,,TRUE
bright,tomato,a,a,FALSE
yellow,zucchini,a,a,FALSE
red,hand,a,a,FALSE
